Running GRASP algorithm...
Running with 31 threads (Available processors: 31).
Seconds: 0, Total Iterations: 100, Iteration per second: Infinity, Best solution: 339452 found at 0s
Seconds: 2, Total Iterations: 6800, Iteration per second: 3400.000000, Best solution: 343339 found at 2s
Seconds: 2, Total Iterations: 6900, Iteration per second: 3450.000000, Best solution: 343339 found at 2s
Seconds: 2, Total Iterations: 7000, Iteration per second: 3500.000000, Best solution: 343339 found at 2s
Seconds: 2, Total Iterations: 7100, Iteration per second: 3550.000000, Best solution: 343339 found at 2s
Seconds: 2, Total Iterations: 7200, Iteration per second: 3600.000000, Best solution: 343339 found at 2s
Seconds: 2, Total Iterations: 7300, Iteration per second: 3650.000000, Best solution: 343339 found at 2s
Seconds: 2, Total Iterations: 7400, Iteration per second: 3700.000000, Best solution: 343339 found at 2s
Seconds: 2, Total Iterations: 7500, Iteration per second: 3750.000000, Best solution: 343339 found at 2s
Seconds: 2, Total Iterations: 7600, Iteration per second: 3800.000000, Best solution: 343339 found at 2s
Seconds: 2, Total Iterations: 7700, Iteration per second: 3850.000000, Best solution: 343339 found at 2s
Seconds: 2, Total Iterations: 7800, Iteration per second: 3900.000000, Best solution: 343339 found at 2s
Seconds: 2, Total Iterations: 7900, Iteration per second: 3950.000000, Best solution: 343339 found at 2s
Seconds: 2, Total Iterations: 8000, Iteration per second: 4000.000000, Best solution: 343339 found at 2s
Seconds: 2, Total Iterations: 8100, Iteration per second: 4050.000000, Best solution: 343339 found at 2s
Seconds: 2, Total Iterations: 8200, Iteration per second: 4100.000000, Best solution: 343339 found at 2s
Seconds: 2, Total Iterations: 8300, Iteration per second: 4150.000000, Best solution: 343339 found at 2s
Seconds: 2, Total Iterations: 8400, Iteration per second: 4200.000000, Best solution: 343339 found at 2s
Seconds: 2, Total Iterations: 8500, Iteration per second: 4250.000000, Best solution: 343339 found at 2s
Seconds: 2, Total Iterations: 8600, Iteration per second: 4300.000000, Best solution: 343339 found at 2s
Seconds: 2, Total Iterations: 8700, Iteration per second: 4350.000000, Best solution: 343339 found at 2s
Seconds: 2, Total Iterations: 8800, Iteration per second: 4400.000000, Best solution: 343339 found at 2s
Seconds: 2, Total Iterations: 8900, Iteration per second: 4450.000000, Best solution: 343339 found at 2s
Seconds: 2, Total Iterations: 9000, Iteration per second: 4500.000000, Best solution: 343339 found at 2s
Seconds: 2, Total Iterations: 9100, Iteration per second: 4550.000000, Best solution: 343339 found at 2s
Seconds: 2, Total Iterations: 9200, Iteration per second: 4600.000000, Best solution: 343339 found at 2s
Seconds: 2, Total Iterations: 9300, Iteration per second: 4650.000000, Best solution: 343339 found at 2s
Seconds: 2, Total Iterations: 9400, Iteration per second: 4700.000000, Best solution: 343339 found at 2s
Seconds: 2, Total Iterations: 9500, Iteration per second: 4750.000000, Best solution: 343339 found at 2s
Seconds: 2, Total Iterations: 9600, Iteration per second: 4800.000000, Best solution: 343339 found at 2s
Seconds: 2, Total Iterations: 9700, Iteration per second: 4850.000000, Best solution: 343339 found at 2s
Seconds: 2, Total Iterations: 9800, Iteration per second: 4900.000000, Best solution: 343339 found at 2s
Seconds: 2, Total Iterations: 9900, Iteration per second: 4950.000000, Best solution: 343339 found at 2s
Seconds: 2, Total Iterations: 10000, Iteration per second: 5000.000000, Best solution: 343339 found at 2s
Seconds: 2, Total Iterations: 10100, Iteration per second: 5050.000000, Best solution: 343339 found at 2s
Seconds: 2, Total Iterations: 10200, Iteration per second: 5100.000000, Best solution: 343339 found at 2s
Seconds: 2, Total Iterations: 10300, Iteration per second: 5150.000000, Best solution: 343339 found at 2s
Seconds: 2, Total Iterations: 10400, Iteration per second: 5200.000000, Best solution: 343339 found at 2s
Seconds: 2, Total Iterations: 10500, Iteration per second: 5250.000000, Best solution: 343339 found at 2s
Seconds: 2, Total Iterations: 10600, Iteration per second: 5300.000000, Best solution: 343339 found at 2s
Seconds: 2, Total Iterations: 10700, Iteration per second: 5350.000000, Best solution: 343339 found at 2s
Seconds: 3, Total Iterations: 10800, Iteration per second: 3600.000000, Best solution: 343339 found at 2s
Seconds: 3, Total Iterations: 10900, Iteration per second: 3633.333333, Best solution: 343339 found at 2s
Seconds: 3, Total Iterations: 11000, Iteration per second: 3666.666667, Best solution: 343339 found at 2s
Seconds: 3, Total Iterations: 11100, Iteration per second: 3700.000000, Best solution: 343339 found at 2s
Seconds: 3, Total Iterations: 11200, Iteration per second: 3733.333333, Best solution: 343339 found at 2s
Seconds: 3, Total Iterations: 11300, Iteration per second: 3766.666667, Best solution: 343339 found at 2s
Seconds: 3, Total Iterations: 11400, Iteration per second: 3800.000000, Best solution: 343339 found at 2s
Seconds: 3, Total Iterations: 11500, Iteration per second: 3833.333333, Best solution: 343339 found at 2s
Seconds: 3, Total Iterations: 11600, Iteration per second: 3866.666667, Best solution: 343339 found at 2s
Seconds: 3, Total Iterations: 11700, Iteration per second: 3900.000000, Best solution: 343339 found at 2s
Seconds: 3, Total Iterations: 11800, Iteration per second: 3933.333333, Best solution: 343339 found at 2s
Seconds: 3, Total Iterations: 11900, Iteration per second: 3966.666667, Best solution: 343339 found at 2s
Seconds: 3, Total Iterations: 12000, Iteration per second: 4000.000000, Best solution: 343339 found at 2s
Seconds: 3, Total Iterations: 12100, Iteration per second: 4033.333333, Best solution: 343339 found at 2s
Seconds: 3, Total Iterations: 12200, Iteration per second: 4066.666667, Best solution: 343339 found at 2s
Seconds: 3, Total Iterations: 12300, Iteration per second: 4100.000000, Best solution: 343339 found at 2s
Seconds: 3, Total Iterations: 12400, Iteration per second: 4133.333333, Best solution: 343339 found at 2s
Seconds: 3, Total Iterations: 12500, Iteration per second: 4166.666667, Best solution: 343339 found at 2s
Seconds: 3, Total Iterations: 12600, Iteration per second: 4200.000000, Best solution: 343339 found at 2s
Seconds: 3, Total Iterations: 12700, Iteration per second: 4233.333333, Best solution: 343339 found at 2s
Seconds: 3, Total Iterations: 12800, Iteration per second: 4266.666667, Best solution: 343339 found at 2s
Seconds: 3, Total Iterations: 12900, Iteration per second: 4300.000000, Best solution: 343339 found at 2s
Seconds: 3, Total Iterations: 13000, Iteration per second: 4333.333333, Best solution: 343339 found at 2s
Seconds: 3, Total Iterations: 13100, Iteration per second: 4366.666667, Best solution: 343339 found at 2s
Seconds: 3, Total Iterations: 13200, Iteration per second: 4400.000000, Best solution: 343339 found at 2s
Seconds: 3, Total Iterations: 13300, Iteration per second: 4433.333333, Best solution: 343339 found at 2s
Seconds: 3, Total Iterations: 13400, Iteration per second: 4466.666667, Best solution: 343339 found at 2s
Seconds: 3, Total Iterations: 13500, Iteration per second: 4500.000000, Best solution: 343339 found at 2s
Seconds: 3, Total Iterations: 13600, Iteration per second: 4533.333333, Best solution: 343339 found at 2s
Seconds: 3, Total Iterations: 13700, Iteration per second: 4566.666667, Best solution: 343339 found at 2s
Seconds: 3, Total Iterations: 13800, Iteration per second: 4600.000000, Best solution: 343339 found at 2s
Seconds: 3, Total Iterations: 13900, Iteration per second: 4633.333333, Best solution: 343339 found at 2s
Seconds: 3, Total Iterations: 14000, Iteration per second: 4666.666667, Best solution: 343339 found at 2s
Seconds: 3, Total Iterations: 14100, Iteration per second: 4700.000000, Best solution: 343339 found at 2s
Seconds: 3, Total Iterations: 14200, Iteration per second: 4733.333333, Best solution: 343339 found at 2s
Seconds: 3, Total Iterations: 14300, Iteration per second: 4766.666667, Best solution: 343339 found at 2s
Seconds: 3, Total Iterations: 14400, Iteration per second: 4800.000000, Best solution: 343339 found at 2s
Seconds: 3, Total Iterations: 14500, Iteration per second: 4833.333333, Best solution: 343339 found at 2s
Seconds: 3, Total Iterations: 14600, Iteration per second: 4866.666667, Best solution: 343339 found at 2s
Seconds: 3, Total Iterations: 14700, Iteration per second: 4900.000000, Best solution: 343339 found at 2s
Seconds: 3, Total Iterations: 14800, Iteration per second: 4933.333333, Best solution: 343339 found at 2s
Seconds: 3, Total Iterations: 14900, Iteration per second: 4966.666667, Best solution: 343339 found at 2s
Seconds: 3, Total Iterations: 15000, Iteration per second: 5000.000000, Best solution: 343339 found at 2s
Seconds: 3, Total Iterations: 15100, Iteration per second: 5033.333333, Best solution: 343339 found at 2s
Seconds: 3, Total Iterations: 15200, Iteration per second: 5066.666667, Best solution: 343339 found at 2s
Seconds: 3, Total Iterations: 15300, Iteration per second: 5100.000000, Best solution: 343339 found at 2s
Seconds: 3, Total Iterations: 15400, Iteration per second: 5133.333333, Best solution: 343339 found at 2s
Seconds: 3, Total Iterations: 15500, Iteration per second: 5166.666667, Best solution: 343339 found at 2s
Seconds: 3, Total Iterations: 15600, Iteration per second: 5200.000000, Best solution: 343339 found at 2s
Seconds: 3, Total Iterations: 15700, Iteration per second: 5233.333333, Best solution: 343339 found at 2s
Seconds: 3, Total Iterations: 15800, Iteration per second: 5266.666667, Best solution: 343339 found at 2s
Seconds: 3, Total Iterations: 15900, Iteration per second: 5300.000000, Best solution: 343339 found at 2s
Seconds: 3, Total Iterations: 16000, Iteration per second: 5333.333333, Best solution: 343339 found at 2s
Seconds: 4, Total Iterations: 16100, Iteration per second: 4025.000000, Best solution: 343339 found at 2s
Seconds: 4, Total Iterations: 16200, Iteration per second: 4050.000000, Best solution: 343339 found at 2s
Seconds: 4, Total Iterations: 16300, Iteration per second: 4075.000000, Best solution: 343339 found at 2s
Seconds: 4, Total Iterations: 16400, Iteration per second: 4100.000000, Best solution: 343339 found at 2s
Seconds: 4, Total Iterations: 16500, Iteration per second: 4125.000000, Best solution: 343339 found at 2s
Seconds: 4, Total Iterations: 16600, Iteration per second: 4150.000000, Best solution: 343339 found at 2s
Seconds: 4, Total Iterations: 16700, Iteration per second: 4175.000000, Best solution: 343339 found at 2s
Seconds: 4, Total Iterations: 16800, Iteration per second: 4200.000000, Best solution: 343339 found at 2s
Seconds: 4, Total Iterations: 16900, Iteration per second: 4225.000000, Best solution: 343339 found at 2s
Seconds: 4, Total Iterations: 17000, Iteration per second: 4250.000000, Best solution: 343339 found at 2s
Seconds: 4, Total Iterations: 17100, Iteration per second: 4275.000000, Best solution: 343339 found at 2s
Seconds: 4, Total Iterations: 17200, Iteration per second: 4300.000000, Best solution: 343339 found at 2s
Seconds: 4, Total Iterations: 17300, Iteration per second: 4325.000000, Best solution: 343339 found at 2s
Seconds: 4, Total Iterations: 17400, Iteration per second: 4350.000000, Best solution: 343339 found at 2s
Seconds: 4, Total Iterations: 17500, Iteration per second: 4375.000000, Best solution: 343339 found at 2s
Seconds: 4, Total Iterations: 17600, Iteration per second: 4400.000000, Best solution: 343339 found at 2s
Seconds: 4, Total Iterations: 17700, Iteration per second: 4425.000000, Best solution: 343339 found at 2s
Seconds: 4, Total Iterations: 17800, Iteration per second: 4450.000000, Best solution: 343339 found at 2s
Seconds: 4, Total Iterations: 17900, Iteration per second: 4475.000000, Best solution: 343339 found at 2s
Seconds: 4, Total Iterations: 18000, Iteration per second: 4500.000000, Best solution: 343339 found at 2s
Seconds: 4, Total Iterations: 18100, Iteration per second: 4525.000000, Best solution: 343339 found at 2s
Seconds: 4, Total Iterations: 18200, Iteration per second: 4550.000000, Best solution: 343339 found at 2s
Seconds: 4, Total Iterations: 18300, Iteration per second: 4575.000000, Best solution: 343339 found at 2s
Seconds: 4, Total Iterations: 18400, Iteration per second: 4600.000000, Best solution: 343339 found at 2s
Seconds: 4, Total Iterations: 18500, Iteration per second: 4625.000000, Best solution: 343339 found at 2s
Seconds: 4, Total Iterations: 18600, Iteration per second: 4650.000000, Best solution: 343339 found at 2s
Seconds: 4, Total Iterations: 18700, Iteration per second: 4675.000000, Best solution: 343339 found at 2s
Seconds: 4, Total Iterations: 18800, Iteration per second: 4700.000000, Best solution: 343339 found at 2s
Seconds: 4, Total Iterations: 18900, Iteration per second: 4725.000000, Best solution: 343339 found at 2s
Seconds: 4, Total Iterations: 19000, Iteration per second: 4750.000000, Best solution: 343339 found at 2s
Seconds: 4, Total Iterations: 19100, Iteration per second: 4775.000000, Best solution: 343339 found at 2s
Seconds: 4, Total Iterations: 19200, Iteration per second: 4800.000000, Best solution: 343339 found at 2s
Seconds: 4, Total Iterations: 19300, Iteration per second: 4825.000000, Best solution: 343339 found at 2s
Seconds: 4, Total Iterations: 19400, Iteration per second: 4850.000000, Best solution: 343339 found at 2s
Seconds: 4, Total Iterations: 19500, Iteration per second: 4875.000000, Best solution: 343339 found at 2s
Seconds: 4, Total Iterations: 19600, Iteration per second: 4900.000000, Best solution: 343339 found at 2s
Seconds: 4, Total Iterations: 19700, Iteration per second: 4925.000000, Best solution: 343339 found at 2s
Seconds: 4, Total Iterations: 19800, Iteration per second: 4950.000000, Best solution: 343339 found at 2s
Seconds: 4, Total Iterations: 19900, Iteration per second: 4975.000000, Best solution: 343339 found at 2s
Seconds: 4, Total Iterations: 20000, Iteration per second: 5000.000000, Best solution: 343339 found at 2s
Seconds: 4, Total Iterations: 20100, Iteration per second: 5025.000000, Best solution: 343339 found at 2s
Seconds: 4, Total Iterations: 20200, Iteration per second: 5050.000000, Best solution: 343339 found at 2s
Seconds: 4, Total Iterations: 20300, Iteration per second: 5075.000000, Best solution: 343339 found at 2s
Seconds: 4, Total Iterations: 20400, Iteration per second: 5100.000000, Best solution: 343339 found at 2s
Seconds: 4, Total Iterations: 20500, Iteration per second: 5125.000000, Best solution: 343339 found at 2s
Seconds: 4, Total Iterations: 20600, Iteration per second: 5150.000000, Best solution: 343339 found at 2s
Seconds: 4, Total Iterations: 20700, Iteration per second: 5175.000000, Best solution: 343339 found at 2s
Seconds: 4, Total Iterations: 20800, Iteration per second: 5200.000000, Best solution: 343339 found at 2s
Seconds: 4, Total Iterations: 20900, Iteration per second: 5225.000000, Best solution: 343339 found at 2s
Seconds: 4, Total Iterations: 21000, Iteration per second: 5250.000000, Best solution: 343339 found at 2s
Seconds: 4, Total Iterations: 21100, Iteration per second: 5275.000000, Best solution: 343339 found at 2s
Seconds: 4, Total Iterations: 21200, Iteration per second: 5300.000000, Best solution: 343339 found at 2s
Seconds: 4, Total Iterations: 21300, Iteration per second: 5325.000000, Best solution: 343339 found at 2s
Seconds: 4, Total Iterations: 21400, Iteration per second: 5350.000000, Best solution: 343339 found at 2s
Seconds: 4, Total Iterations: 21500, Iteration per second: 5375.000000, Best solution: 343339 found at 2s
Seconds: 4, Total Iterations: 21600, Iteration per second: 5400.000000, Best solution: 343339 found at 2s
Seconds: 4, Total Iterations: 21700, Iteration per second: 5425.000000, Best solution: 343339 found at 2s
Seconds: 4, Total Iterations: 21800, Iteration per second: 5450.000000, Best solution: 343339 found at 2s
Seconds: 4, Total Iterations: 21900, Iteration per second: 5475.000000, Best solution: 343339 found at 2s
Seconds: 4, Total Iterations: 22000, Iteration per second: 5500.000000, Best solution: 343339 found at 2s
Seconds: 4, Total Iterations: 22100, Iteration per second: 5525.000000, Best solution: 343339 found at 2s
Seconds: 4, Total Iterations: 22200, Iteration per second: 5550.000000, Best solution: 343339 found at 2s
Seconds: 4, Total Iterations: 22300, Iteration per second: 5575.000000, Best solution: 343339 found at 2s
Seconds: 4, Total Iterations: 22400, Iteration per second: 5600.000000, Best solution: 343339 found at 2s
Seconds: 4, Total Iterations: 22500, Iteration per second: 5625.000000, Best solution: 343339 found at 2s
Seconds: 4, Total Iterations: 22600, Iteration per second: 5650.000000, Best solution: 343339 found at 2s
Seconds: 4, Total Iterations: 22700, Iteration per second: 5675.000000, Best solution: 343339 found at 2s
Seconds: 5, Total Iterations: 22800, Iteration per second: 4560.000000, Best solution: 343339 found at 2s
Seconds: 5, Total Iterations: 22900, Iteration per second: 4580.000000, Best solution: 343339 found at 2s
Seconds: 5, Total Iterations: 23000, Iteration per second: 4600.000000, Best solution: 343339 found at 2s
Seconds: 5, Total Iterations: 23100, Iteration per second: 4620.000000, Best solution: 343339 found at 2s
Seconds: 5, Total Iterations: 23200, Iteration per second: 4640.000000, Best solution: 343339 found at 2s
Seconds: 5, Total Iterations: 23300, Iteration per second: 4660.000000, Best solution: 343339 found at 2s
Seconds: 5, Total Iterations: 23400, Iteration per second: 4680.000000, Best solution: 343339 found at 2s
Seconds: 5, Total Iterations: 23500, Iteration per second: 4700.000000, Best solution: 343339 found at 2s
Seconds: 5, Total Iterations: 23600, Iteration per second: 4720.000000, Best solution: 343339 found at 2s
Seconds: 5, Total Iterations: 23700, Iteration per second: 4740.000000, Best solution: 343339 found at 2s
Seconds: 5, Total Iterations: 23800, Iteration per second: 4760.000000, Best solution: 343339 found at 2s
Seconds: 5, Total Iterations: 23900, Iteration per second: 4780.000000, Best solution: 343339 found at 2s
Seconds: 5, Total Iterations: 24000, Iteration per second: 4800.000000, Best solution: 343339 found at 2s
Seconds: 5, Total Iterations: 24100, Iteration per second: 4820.000000, Best solution: 343339 found at 2s
Seconds: 5, Total Iterations: 24200, Iteration per second: 4840.000000, Best solution: 343339 found at 2s
Seconds: 5, Total Iterations: 24300, Iteration per second: 4860.000000, Best solution: 343339 found at 2s
Seconds: 5, Total Iterations: 24400, Iteration per second: 4880.000000, Best solution: 343339 found at 2s
Seconds: 5, Total Iterations: 24500, Iteration per second: 4900.000000, Best solution: 343339 found at 2s
Seconds: 5, Total Iterations: 24600, Iteration per second: 4920.000000, Best solution: 343339 found at 2s
Seconds: 5, Total Iterations: 24700, Iteration per second: 4940.000000, Best solution: 343339 found at 2s
Seconds: 5, Total Iterations: 24800, Iteration per second: 4960.000000, Best solution: 343339 found at 2s
Seconds: 5, Total Iterations: 24900, Iteration per second: 4980.000000, Best solution: 343339 found at 2s
Seconds: 5, Total Iterations: 25000, Iteration per second: 5000.000000, Best solution: 343339 found at 2s
Seconds: 5, Total Iterations: 25100, Iteration per second: 5020.000000, Best solution: 343339 found at 2s
Seconds: 5, Total Iterations: 25200, Iteration per second: 5040.000000, Best solution: 343339 found at 2s
Seconds: 5, Total Iterations: 25300, Iteration per second: 5060.000000, Best solution: 343339 found at 2s
Seconds: 5, Total Iterations: 25400, Iteration per second: 5080.000000, Best solution: 343339 found at 2s
Seconds: 5, Total Iterations: 25500, Iteration per second: 5100.000000, Best solution: 343339 found at 2s
Seconds: 5, Total Iterations: 25600, Iteration per second: 5120.000000, Best solution: 343339 found at 2s
Seconds: 5, Total Iterations: 25700, Iteration per second: 5140.000000, Best solution: 343339 found at 2s
Seconds: 5, Total Iterations: 25800, Iteration per second: 5160.000000, Best solution: 343339 found at 2s
Seconds: 5, Total Iterations: 25900, Iteration per second: 5180.000000, Best solution: 343339 found at 2s
Seconds: 5, Total Iterations: 26000, Iteration per second: 5200.000000, Best solution: 343339 found at 2s
Seconds: 5, Total Iterations: 26100, Iteration per second: 5220.000000, Best solution: 343339 found at 2s
Seconds: 5, Total Iterations: 26200, Iteration per second: 5240.000000, Best solution: 343339 found at 2s
Seconds: 5, Total Iterations: 26300, Iteration per second: 5260.000000, Best solution: 343339 found at 2s
Seconds: 5, Total Iterations: 26400, Iteration per second: 5280.000000, Best solution: 343339 found at 2s
Seconds: 5, Total Iterations: 26500, Iteration per second: 5300.000000, Best solution: 343339 found at 2s
Seconds: 5, Total Iterations: 26600, Iteration per second: 5320.000000, Best solution: 343339 found at 2s
Seconds: 5, Total Iterations: 26700, Iteration per second: 5340.000000, Best solution: 343339 found at 2s
Seconds: 5, Total Iterations: 26800, Iteration per second: 5360.000000, Best solution: 343339 found at 2s
Seconds: 5, Total Iterations: 26900, Iteration per second: 5380.000000, Best solution: 343339 found at 2s
Seconds: 5, Total Iterations: 27000, Iteration per second: 5400.000000, Best solution: 343339 found at 2s
Seconds: 5, Total Iterations: 27100, Iteration per second: 5420.000000, Best solution: 343339 found at 2s
Seconds: 5, Total Iterations: 27200, Iteration per second: 5440.000000, Best solution: 343339 found at 2s
Seconds: 5, Total Iterations: 27300, Iteration per second: 5460.000000, Best solution: 343339 found at 2s
Seconds: 5, Total Iterations: 27400, Iteration per second: 5480.000000, Best solution: 343339 found at 2s
Seconds: 5, Total Iterations: 27500, Iteration per second: 5500.000000, Best solution: 343339 found at 2s
Seconds: 5, Total Iterations: 27600, Iteration per second: 5520.000000, Best solution: 343339 found at 2s
Seconds: 5, Total Iterations: 27700, Iteration per second: 5540.000000, Best solution: 343339 found at 2s
Seconds: 5, Total Iterations: 27800, Iteration per second: 5560.000000, Best solution: 343339 found at 2s
Seconds: 5, Total Iterations: 27900, Iteration per second: 5580.000000, Best solution: 343339 found at 2s
Seconds: 5, Total Iterations: 28000, Iteration per second: 5600.000000, Best solution: 343339 found at 2s
Seconds: 5, Total Iterations: 28100, Iteration per second: 5620.000000, Best solution: 343339 found at 2s
Seconds: 5, Total Iterations: 28200, Iteration per second: 5640.000000, Best solution: 343339 found at 2s
Seconds: 5, Total Iterations: 28300, Iteration per second: 5660.000000, Best solution: 343339 found at 2s
Seconds: 5, Total Iterations: 28400, Iteration per second: 5680.000000, Best solution: 343339 found at 2s
Seconds: 5, Total Iterations: 28500, Iteration per second: 5700.000000, Best solution: 343339 found at 2s
Seconds: 5, Total Iterations: 28600, Iteration per second: 5720.000000, Best solution: 343339 found at 2s
Seconds: 5, Total Iterations: 28700, Iteration per second: 5740.000000, Best solution: 343339 found at 2s
Seconds: 5, Total Iterations: 28800, Iteration per second: 5760.000000, Best solution: 343339 found at 2s
Seconds: 5, Total Iterations: 28900, Iteration per second: 5780.000000, Best solution: 343339 found at 2s
